Date;Time;CO(GT);NO2(GT);NOx(GT);PT08.S5(O3);T;RH;AH
15/01/2024;00.00.00;4.6;74.0;111.0;880.0;19.7;61.3;0.95
15/01/2024;01.00.00;4.9;77.0;116.0;911.0;22.9;62.4;1.04
15/01/2024;02.00.00;5.3;78.0;117.0;1001.0;23.1;65.2;1.35
15/01/2024;03.00.00;5.0;86.0;129.0;977.0;23.3;56.6;0.98
15/01/2024;04.00.00;5.1;89.0;134.0;1258.0;23.2;63.5;0.87
15/01/2024;05.00.00;5.9;91.0;137.0;1254.0;19.0;56.9;0.99
15/01/2024;06.00.00;6.1;99.0;149.0;1279.0;26.4;50.9;1.08
15/01/2024;07.00.00;6.0;111.0;166.0;1102.0;24.3;48.1;0.69
15/01/2024;08.00.00;6.3;112.0;168.0;802.0;27.4;40.2;1.4
15/01/2024;09.00.00;6.8;91.0;136.0;1258.0;24.3;36.3;1.17
15/01/2024;10.00.00;15.0;165.0;247.0;923.0;21.4;34.9;1.13
15/01/2024;11.00.00;6.3;119.0;178.0;765.0;23.4;38.0;0.6
15/01/2024;12.00.00;6.6;96.0;144.0;911.0;22.3;36.0;1.1
15/01/2024;13.00.00;6.9;107.0;161.0;634.0;18.3;33.4;0.62
15/01/2024;14.00.00;7.0;96.0;144.0;770.0;19.9;40.8;0.58
15/01/2024;15.00.00;7.4;88.0;131.0;616.0;15.4;38.5;1.03
15/01/2024;16.00.00;6.9;108.0;162.0;563.0;16.0;39.0;0.9
15/01/2024;17.00.00;6.2;106.0;160.0;500.0;16.3;47.4;1.09
15/01/2024;18.00.00;6.0;89.0;134.0;594.0;16.6;44.9;0.59
15/01/2024;19.00.00;5.2;65.0;98.0;500.0;16.4;45.4;0.93
15/01/2024;20.00.00;5.5;82.0;123.0;500.0;15.0;57.5;0.67
15/01/2024;21.00.00;5.1;88.0;132.0;540.0;18.7;57.3;1.49
15/01/2024;22.00.00;5.3;67.0;101.0;500.0;17.3;61.7;1.06
15/01/2024;23.00.00;4.6;82.0;124.0;762.0;17.6;59.7;1.19
16/01/2024;00.00.00;5.3;80.0;120.0;635.0;18.9;71.0;0.83
16/01/2024;01.00.00;5.8;86.0;129.0;687.0;25.2;61.2;0.59
16/01/2024;02.00.00;5.1;83.0;125.0;756.0;21.0;60.8;1.48
16/01/2024;03.00.00;5.5;75.0;112.0;1261.0;26.1;62.5;0.79
16/01/2024;04.00.00;5.8;99.0;149.0;1046.0;22.1;50.6;0.92
16/01/2024;05.00.00;5.5;90.0;134.0;1432.0;25.8;46.6;1.15
16/01/2024;06.00.00;6.1;95.0;142.0;1114.0;25.6;51.9;0.52
16/01/2024;07.00.00;6.3;90.0;134.0;913.0;28.1;43.9;1.31
16/01/2024;08.00.00;6.5;98.0;147.0;968.0;23.0;38.0;1.04
16/01/2024;09.00.00;6.3;97.0;145.0;1281.0;21.7;42.4;0.78
16/01/2024;10.00.00;6.9;106.0;159.0;975.0;22.3;33.0;0.56
16/01/2024;11.00.00;7.2;127.0;190.0;816.0;24.6;34.1;0.66
16/01/2024;12.00.00;7.7;96.0;144.0;826.0;18.2;30.5;1.4
16/01/2024;13.00.00;7.4;93.0;140.0;777.0;13.5;37.0;1.19
16/01/2024;14.00.00;7.9;123.0;184.0;779.0;17.6;43.7;0.75
16/01/2024;15.00.00;6.3;104.0;155.0;749.0;18.4;30.1;0.57
16/01/2024;16.00.00;6.9;96.0;144.0;500.0;13.6;43.1;1.19
16/01/2024;17.00.00;6.4;109.0;164.0;500.0;16.9;50.4;1.07
16/01/2024;18.00.00;7.1;89.0;133.0;500.0;12.9;47.9;0.9
16/01/2024;19.00.00;5.3;109.0;164.0;500.0;14.9;48.2;0.86
16/01/2024;20.00.00;5.1;94.0;141.0;500.0;17.2;59.6;0.72
16/01/2024;21.00.00;5.0;80.0;119.0;500.0;14.1;65.6;1.17
16/01/2024;22.00.00;4.1;104.0;155.0;655.0;17.9;67.4;1.47
16/01/2024;23.00.00;4.8;74.0;112.0;689.0;21.1;66.3;0.68
17/01/2024;00.00.00;4.6;87.0;131.0;805.0;20.9;65.5;1.1
17/01/2024;01.00.00;5.1;84.0;125.0;782.0;19.9;60.0;0.92
17/01/2024;02.00.00;5.3;95.0;143.0;963.0;25.5;67.3;0.95
17/01/2024;03.00.00;6.2;100.0;150.0;935.0;24.9;64.7;0.75
17/01/2024;04.00.00;6.0;88.0;132.0;1289.0;20.6;51.8;1.33
17/01/2024;05.00.00;5.5;84.0;125.0;1352.0;26.6;55.7;0.99
17/01/2024;06.00.00;5.6;100.0;149.0;905.0;23.9;53.3;1.04
17/01/2024;07.00.00;15.0;184.0;276.0;1038.0;25.2;50.5;0.8
17/01/2024;08.00.00;5.8;123.0;184.0;907.0;26.3;42.1;0.68
17/01/2024;09.00.00;7.6;107.0;160.0;979.0;22.4;35.1;0.59
17/01/2024;10.00.00;7.5;104.0;157.0;987.0;19.2;34.5;1.21
17/01/2024;11.00.00;6.7;111.0;167.0;672.0;24.3;30.5;0.7
17/01/2024;12.00.00;6.1;97.0;145.0;653.0;22.3;34.7;1.19
17/01/2024;13.00.00;7.6;100.0;150.0;536.0;18.5;34.3;0.89
17/01/2024;14.00.00;6.8;120.0;180.0;633.0;19.2;47.7;0.92
17/01/2024;15.00.00;7.3;99.0;149.0;528.0;15.7;43.9;0.97
17/01/2024;16.00.00;5.7;92.0;138.0;500.0;15.9;47.3;0.87
17/01/2024;17.00.00;6.0;104.0;156.0;500.0;14.9;48.5;0.6
17/01/2024;18.00.00;6.0;107.0;160.0;500.0;14.3;48.2;0.81
17/01/2024;19.00.00;5.8;98.0;147.0;500.0;15.9;52.5;1.16
17/01/2024;20.00.00;5.3;97.0;146.0;721.0;13.3;56.6;1.17
17/01/2024;21.00.00;5.6;77.0;115.0;732.0;16.0;61.5;0.79
17/01/2024;22.00.00;4.6;68.0;102.0;500.0;18.1;64.9;0.96
17/01/2024;23.00.00;5.0;96.0;143.0;829.0;22.4;64.5;0.69
18/01/2024;00.00.00;5.1;77.0;115.0;930.0;17.7;63.5;0.71
18/01/2024;01.00.00;5.3;78.0;117.0;720.0;22.3;61.5;0.52
18/01/2024;02.00.00;5.5;95.0;143.0;1131.0;23.8;56.0;1.4
18/01/2024;03.00.00;4.7;90.0;135.0;1329.0;19.8;67.0;0.71
18/01/2024;04.00.00;4.7;92.0;138.0;967.0;25.2;68.5;0.73
18/01/2024;05.00.00;6.4;113.0;169.0;1040.0;26.6;59.9;0.78
18/01/2024;06.00.00;6.2;89.0;133.0;1363.0;26.2;43.7;0.63
18/01/2024;07.00.00;5.9;108.0;162.0;1230.0;24.7;50.1;1.14
18/01/2024;08.00.00;7.3;103.0;155.0;1235.0;25.0;47.6;0.58
18/01/2024;09.00.00;6.8;108.0;162.0;1137.0;23.9;37.4;0.63
18/01/2024;10.00.00;7.5;123.0;185.0;1063.0;19.1;39.5;1.14
18/01/2024;11.00.00;7.0;115.0;172.0;691.0;21.7;33.2;0.84
18/01/2024;12.00.00;8.0;115.0;173.0;968.0;19.3;42.6;1.21
18/01/2024;13.00.00;15.0;240.0;361.0;884.0;17.3;37.3;1.06
18/01/2024;14.00.00;6.7;104.0;157.0;563.0;22.5;32.4;0.76
18/01/2024;15.00.00;7.2;97.0;146.0;510.0;19.0;42.7;1.15
18/01/2024;16.00.00;6.8;92.0;138.0;500.0;13.4;47.8;0.62
18/01/2024;17.00.00;6.9;79.0;119.0;500.0;15.9;47.1;1.04
18/01/2024;18.00.00;5.5;116.0;173.0;500.0;17.9;52.4;0.94
18/01/2024;19.00.00;6.1;80.0;120.0;500.0;12.2;53.5;0.77
18/01/2024;20.00.00;6.0;85.0;128.0;633.0;15.8;51.8;1.1
18/01/2024;21.00.00;4.4;82.0;122.0;500.0;16.7;59.8;1.37
18/01/2024;22.00.00;4.5;85.0;128.0;690.0;15.0;65.6;1.5
18/01/2024;23.00.00;4.0;89.0;133.0;533.0;19.5;63.8;1.11
19/01/2024;00.00.00;4.9;89.0;133.0;796.0;22.2;69.0;0.9
19/01/2024;01.00.00;5.4;75.0;112.0;876.0;24.3;62.5;0.73
19/01/2024;02.00.00;5.9;80.0;121.0;1036.0;22.0;61.4;0.76
19/01/2024;03.00.00;5.3;87.0;131.0;1024.0;28.5;64.8;0.98
19/01/2024;04.00.00;6.3;85.0;128.0;1125.0;20.2;58.6;0.87
19/01/2024;05.00.00;5.1;107.0;161.0;1319.0;25.5;51.8;1.41
19/01/2024;06.00.00;5.1;100.0;150.0;1130.0;22.2;55.2;0.87
19/01/2024;07.00.00;6.2;106.0;159.0;929.0;25.0;42.7;0.87
19/01/2024;08.00.00;6.7;109.0;164.0;1426.0;23.3;38.9;0.88
19/01/2024;09.00.00;6.7;117.0;176.0;1304.0;24.5;25.2;1.34
19/01/2024;10.00.00;5.8;110.0;165.0;793.0;22.2;34.2;1.15
19/01/2024;11.00.00;6.9;97.0;145.0;1014.0;19.6;42.1;1.11
19/01/2024;12.00.00;6.3;114.0;171.0;720.0;18.5;24.6;0.83
19/01/2024;13.00.00;15.0;206.0;309.0;739.0;22.6;30.8;1.32
19/01/2024;14.00.00;7.0;103.0;154.0;647.0;18.4;39.2;0.54
19/01/2024;15.00.00;6.2;111.0;167.0;500.0;13.1;28.2;1.37
19/01/2024;16.00.00;6.2;115.0;172.0;500.0;16.8;39.9;1.01
19/01/2024;17.00.00;5.7;99.0;149.0;500.0;14.8;51.8;0.9
19/01/2024;18.00.00;6.0;98.0;147.0;500.0;15.0;60.2;1.0
19/01/2024;19.00.00;6.2;108.0;162.0;500.0;16.8;55.3;1.17
19/01/2024;20.00.00;5.0;90.0;135.0;500.0;18.0;52.9;0.51
19/01/2024;21.00.00;5.5;110.0;166.0;500.0;14.7;55.8;1.37
19/01/2024;22.00.00;4.9;88.0;131.0;709.0;17.4;63.7;0.95
19/01/2024;23.00.00;4.6;63.0;94.0;934.0;17.6;65.9;0.84
20/01/2024;00.00.00;4.9;88.0;131.0;707.0;21.2;74.3;0.64
20/01/2024;01.00.00;4.5;84.0;126.0;942.0;20.8;69.3;0.94
20/01/2024;02.00.00;4.9;95.0;142.0;1080.0;22.6;63.4;1.0
20/01/2024;03.00.00;4.7;91.0;137.0;1158.0;23.0;58.9;0.9
20/01/2024;04.00.00;6.5;86.0;129.0;1159.0;24.1;72.6;1.18
20/01/2024;05.00.00;5.8;79.0;118.0;1305.0;28.2;57.0;0.92
20/01/2024;06.00.00;5.7;93.0;139.0;1277.0;29.8;46.7;1.46
20/01/2024;07.00.00;6.4;90.0;136.0;988.0;25.6;45.0;1.1
20/01/2024;08.00.00;6.4;97.0;145.0;1285.0;24.1;38.1;1.31
20/01/2024;09.00.00;6.6;111.0;167.0;1225.0;20.3;27.4;0.61
20/01/2024;10.00.00;7.2;125.0;187.0;878.0;21.0;38.6;0.9
20/01/2024;11.00.00;7.3;113.0;170.0;910.0;21.0;44.4;0.84
20/01/2024;12.00.00;15.0;196.0;294.0;909.0;18.6;26.8;1.07
20/01/2024;13.00.00;6.7;114.0;171.0;663.0;17.5;35.8;1.36
20/01/2024;14.00.00;6.7;120.0;180.0;772.0;20.7;33.5;0.58
20/01/2024;15.00.00;5.6;100.0;149.0;895.0;16.5;42.0;0.57
20/01/2024;16.00.00;5.7;101.0;152.0;500.0;15.9;41.6;1.35
20/01/2024;17.00.00;6.9;99.0;149.0;500.0;13.8;39.3;0.71
20/01/2024;18.00.00;6.8;87.0;131.0;500.0;17.4;45.1;1.17
20/01/2024;19.00.00;5.6;98.0;146.0;529.0;14.7;49.7;1.04
20/01/2024;20.00.00;5.8;86.0;129.0;500.0;14.6;64.2;1.33
20/01/2024;21.00.00;5.4;89.0;133.0;750.0;13.3;67.1;0.63
20/01/2024;22.00.00;6.7;73.0;110.0;500.0;17.4;61.4;0.63
20/01/2024;23.00.00;5.6;76.0;114.0;807.0;17.6;70.6;1.06
21/01/2024;00.00.00;4.9;87.0;131.0;703.0;23.4;64.1;1.45
21/01/2024;01.00.00;4.6;77.0;115.0;1179.0;25.0;62.9;0.91
21/01/2024;02.00.00;4.3;99.0;149.0;1319.0;20.0;63.3;0.83
21/01/2024;03.00.00;5.4;80.0;121.0;960.0;21.3;62.0;1.11
21/01/2024;04.00.00;5.1;90.0;135.0;1058.0;23.8;54.7;1.43
21/01/2024;05.00.00;5.0;100.0;151.0;1324.0;23.2;54.0;1.34
21/01/2024;06.00.00;5.7;81.0;121.0;1138.0;25.4;53.9;1.5
21/01/2024;07.00.00;5.7;81.0;122.0;1179.0;24.2;46.8;0.52
21/01/2024;08.00.00;7.3;87.0;131.0;1150.0;24.9;42.7;0.61
21/01/2024;09.00.00;7.1;118.0;177.0;776.0;25.6;41.9;1.11
21/01/2024;10.00.00;6.9;102.0;154.0;998.0;20.4;40.3;1.32
21/01/2024;11.00.00;7.7;135.0;203.0;793.0;23.3;35.2;0.79
21/01/2024;12.00.00;7.0;104.0;157.0;721.0;18.5;32.6;0.74
21/01/2024;13.00.00;6.5;111.0;167.0;927.0;23.0;36.5;1.29
21/01/2024;14.00.00;7.6;123.0;185.0;500.0;20.7;29.0;0.56
21/01/2024;15.00.00;7.0;126.0;189.0;647.0;16.2;38.3;0.87
21/01/2024;16.00.00;6.0;123.0;185.0;500.0;13.7;30.1;1.01
21/01/2024;17.00.00;6.2;111.0;166.0;500.0;12.9;37.7;1.06
21/01/2024;18.00.00;5.6;105.0;158.0;526.0;16.7;40.9;1.23
21/01/2024;19.00.00;5.0;97.0;146.0;500.0;15.1;59.1;0.85
21/01/2024;20.00.00;6.0;95.0;143.0;545.0;17.5;57.6;1.11
21/01/2024;21.00.00;15.0;158.0;237.0;672.0;20.9;54.3;1.09
21/01/2024;22.00.00;4.4;74.0;111.0;547.0;16.0;65.4;1.05
21/01/2024;23.00.00;5.3;80.0;121.0;599.0;16.2;69.4;1.14
22/01/2024;00.00.00;4.7;78.0;117.0;626.0;20.4;67.5;0.76
22/01/2024;01.00.00;4.8;76.0;114.0;771.0;23.6;63.5;0.58
22/01/2024;02.00.00;4.8;89.0;133.0;1472.0;20.6;64.2;0.62
22/01/2024;03.00.00;12.2;188.0;282.0;1282.0;23.6;65.1;0.72
22/01/2024;04.00.00;5.5;88.0;133.0;930.0;27.1;55.2;1.0
22/01/2024;05.00.00;13.3;212.0;318.0;975.0;21.6;54.0;1.34
22/01/2024;06.00.00;6.1;84.0;125.0;1277.0;25.5;48.7;1.2
22/01/2024;07.00.00;6.2;97.0;145.0;1274.0;23.7;38.1;1.29
22/01/2024;08.00.00;6.4;95.0;143.0;1234.0;24.6;47.1;0.85
22/01/2024;09.00.00;6.3;87.0;130.0;1042.0;25.0;49.7;0.9
22/01/2024;10.00.00;6.6;107.0;161.0;980.0;22.9;32.6;0.89
22/01/2024;11.00.00;7.3;108.0;162.0;956.0;19.3;40.3;0.69
22/01/2024;12.00.00;7.3;125.0;188.0;814.0;19.0;30.8;0.56
22/01/2024;13.00.00;6.5;116.0;174.0;500.0;21.6;36.2;1.09
22/01/2024;14.00.00;6.9;98.0;147.0;563.0;18.2;44.5;1.49
22/01/2024;15.00.00;7.1;124.0;186.0;500.0;18.1;36.8;0.67
22/01/2024;16.00.00;5.7;115.0;172.0;500.0;16.2;42.4;0.55
22/01/2024;17.00.00;6.5;105.0;157.0;891.0;16.8;37.1;1.28
22/01/2024;18.00.00;5.7;93.0;139.0;500.0;14.2;46.7;0.75
22/01/2024;19.00.00;6.0;82.0;122.0;500.0;13.6;44.4;1.33
22/01/2024;20.00.00;5.1;84.0;126.0;601.0;17.2;59.6;1.2
22/01/2024;21.00.00;4.4;95.0;143.0;594.0;18.7;64.8;1.45
22/01/2024;22.00.00;4.3;101.0;151.0;667.0;15.7;61.9;0.91
22/01/2024;23.00.00;5.1;96.0;144.0;794.0;17.6;65.9;1.16
23/01/2024;00.00.00;5.1;75.0;113.0;1129.0;19.7;63.4;0.96
23/01/2024;01.00.00;4.6;69.0;104.0;723.0;24.5;68.2;1.13
23/01/2024;02.00.00;5.5;83.0;125.0;1076.0;23.6;63.6;0.95
23/01/2024;03.00.00;4.5;67.0;100.0;935.0;20.9;50.7;0.69
23/01/2024;04.00.00;5.5;91.0;136.0;1235.0;24.1;62.2;1.01
23/01/2024;05.00.00;5.1;90.0;134.0;1039.0;24.3;51.9;1.03
23/01/2024;06.00.00;5.7;90.0;136.0;1133.0;22.7;43.6;1.31
23/01/2024;07.00.00;6.3;83.0;124.0;1139.0;24.6;43.9;1.24
23/01/2024;08.00.00;6.1;108.0;161.0;1303.0;23.8;33.0;1.16
23/01/2024;09.00.00;6.5;100.0;150.0;1230.0;22.8;33.1;0.61
23/01/2024;10.00.00;15.0;193.0;289.0;801.0;21.7;37.7;1.22
23/01/2024;11.00.00;6.7;81.0;121.0;912.0;24.2;36.6;1.0
23/01/2024;12.00.00;7.4;110.0;165.0;686.0;19.3;36.5;1.39
23/01/2024;13.00.00;6.4;127.0;191.0;500.0;18.8;35.5;1.42
23/01/2024;14.00.00;7.1;125.0;187.0;565.0;17.4;33.5;0.56
23/01/2024;15.00.00;7.4;101.0;152.0;500.0;15.5;39.1;1.32
23/01/2024;16.00.00;5.3;96.0;145.0;842.0;15.8;40.3;0.54
23/01/2024;17.00.00;5.9;104.0;155.0;500.0;15.3;38.0;0.87
23/01/2024;18.00.00;15.0;170.0;255.0;500.0;15.2;46.1;1.04
23/01/2024;19.00.00;5.6;94.0;141.0;500.0;13.5;58.3;0.65
23/01/2024;20.00.00;5.7;95.0;143.0;617.0;15.3;65.4;1.25
23/01/2024;21.00.00;5.0;97.0;145.0;851.0;18.0;63.9;0.51
23/01/2024;22.00.00;5.2;81.0;122.0;500.0;17.1;70.7;0.67
23/01/2024;23.00.00;5.0;78.0;118.0;500.0;19.0;64.9;1.08
24/01/2024;00.00.00;5.6;71.0;107.0;1099.0;20.3;73.7;1.21
24/01/2024;01.00.00;5.2;72.0;108.0;966.0;22.1;74.8;1.42
24/01/2024;02.00.00;5.3;80.0;120.0;861.0;23.6;54.3;1.21
24/01/2024;03.00.00;5.1;88.0;132.0;1168.0;23.2;61.7;1.17
24/01/2024;04.00.00;5.3;97.0;145.0;725.0;22.5;57.9;0.89
24/01/2024;05.00.00;5.5;83.0;125.0;1187.0;22.4;51.8;0.5
24/01/2024;06.00.00;6.2;110.0;165.0;1252.0;27.0;52.5;0.62
24/01/2024;07.00.00;6.0;96.0;144.0;1334.0;26.4;46.3;1.03
24/01/2024;08.00.00;6.6;102.0;153.0;984.0;25.6;38.8;1.18
24/01/2024;09.00.00;7.7;98.0;147.0;1097.0;25.2;39.3;0.92
24/01/2024;10.00.00;7.3;84.0;126.0;852.0;22.2;43.0;1.23
24/01/2024;11.00.00;6.8;118.0;177.0;944.0;20.0;36.4;1.02
24/01/2024;12.00.00;7.6;117.0;176.0;657.0;18.0;38.1;0.57
24/01/2024;13.00.00;6.8;107.0;160.0;631.0;16.5;34.1;0.69
24/01/2024;14.00.00;5.8;109.0;163.0;500.0;19.9;39.3;1.34
24/01/2024;15.00.00;6.2;111.0;166.0;621.0;15.5;33.3;1.22
24/01/2024;16.00.00;5.6;87.0;130.0;591.0;17.8;40.0;1.39
24/01/2024;17.00.00;6.1;94.0;140.0;500.0;14.8;45.6;0.62
24/01/2024;18.00.00;6.0;103.0;154.0;500.0;13.6;43.6;1.49
24/01/2024;19.00.00;6.6;79.0;118.0;500.0;13.0;49.7;0.71
24/01/2024;20.00.00;5.7;90.0;136.0;500.0;14.5;59.1;0.51
24/01/2024;21.00.00;5.2;71.0;106.0;509.0;19.3;61.3;1.5
24/01/2024;22.00.00;5.5;87.0;130.0;1019.0;15.3;67.0;0.78
24/01/2024;23.00.00;3.9;80.0;120.0;519.0;22.9;61.5;1.17
25/01/2024;00.00.00;5.1;64.0;96.0;1034.0;18.3;65.3;0.68
25/01/2024;01.00.00;5.4;92.0;138.0;1063.0;22.8;61.1;1.08
25/01/2024;02.00.00;4.4;75.0;112.0;1045.0;22.2;66.5;1.4
25/01/2024;03.00.00;5.9;76.0;114.0;1364.0;22.9;66.6;0.82
25/01/2024;04.00.00;5.7;90.0;134.0;1206.0;21.8;59.9;1.17
25/01/2024;05.00.00;5.5;103.0;154.0;1249.0;24.6;59.2;0.69
25/01/2024;06.00.00;6.3;85.0;127.0;1192.0;22.7;50.2;1.12
25/01/2024;07.00.00;7.4;99.0;149.0;1382.0;21.5;50.1;0.84
25/01/2024;08.00.00;6.6;107.0;160.0;1322.0;24.6;42.9;0.71
25/01/2024;09.00.00;6.8;113.0;169.0;983.0;22.3;34.3;0.81
25/01/2024;10.00.00;6.6;110.0;165.0;789.0;25.9;38.2;0.68
25/01/2024;11.00.00;6.5;106.0;159.0;871.0;23.3;30.5;1.4
25/01/2024;12.00.00;7.4;102.0;153.0;672.0;23.4;46.7;0.9
25/01/2024;13.00.00;6.5;110.0;166.0;686.0;17.3;33.8;0.75
25/01/2024;14.00.00;6.9;97.0;146.0;798.0;17.8;40.2;0.95
25/01/2024;15.00.00;6.5;76.0;115.0;500.0;11.2;39.3;0.82
25/01/2024;16.00.00;6.7;107.0;160.0;500.0;15.1;36.3;1.24
25/01/2024;17.00.00;6.4;108.0;162.0;500.0;15.4;36.6;1.47
25/01/2024;18.00.00;6.5;71.0;107.0;536.0;15.3;53.7;0.94
25/01/2024;19.00.00;5.5;81.0;122.0;500.0;15.1;61.6;1.36
25/01/2024;20.00.00;5.4;94.0;141.0;500.0;15.8;53.8;1.07
25/01/2024;21.00.00;4.8;105.0;157.0;551.0;11.0;52.3;0.66
25/01/2024;22.00.00;4.9;82.0;123.0;792.0;18.0;61.4;1.19
25/01/2024;23.00.00;5.2;73.0;110.0;618.0;19.7;59.8;1.01
26/01/2024;00.00.00;5.4;78.0;117.0;500.0;22.7;61.7;1.15
26/01/2024;01.00.00;4.6;94.0;141.0;1003.0;22.0;67.5;1.39
26/01/2024;02.00.00;5.6;76.0;113.0;898.0;22.2;62.7;0.94
26/01/2024;03.00.00;6.0;76.0;115.0;892.0;25.7;56.5;1.4
26/01/2024;04.00.00;5.7;83.0;124.0;1047.0;19.6;60.4;1.25
26/01/2024;05.00.00;6.7;82.0;122.0;1157.0;23.8;57.2;0.99
26/01/2024;06.00.00;5.6;96.0;144.0;1103.0;23.5;48.3;1.1
26/01/2024;07.00.00;5.6;115.0;173.0;833.0;24.8;46.8;0.83
26/01/2024;08.00.00;5.6;106.0;159.0;1290.0;19.9;45.1;1.48
26/01/2024;09.00.00;7.5;103.0;155.0;1287.0;26.2;41.5;1.17
26/01/2024;10.00.00;7.2;105.0;158.0;1104.0;22.0;37.2;0.54
26/01/2024;11.00.00;6.9;94.0;141.0;721.0;21.9;42.7;0.83
26/01/2024;12.00.00;7.1;119.0;178.0;768.0;20.4;37.9;1.12
26/01/2024;13.00.00;6.4;109.0;163.0;695.0;21.2;33.3;0.56
26/01/2024;14.00.00;8.1;106.0;159.0;696.0;13.8;34.8;0.52
26/01/2024;15.00.00;6.8;138.0;206.0;624.0;16.7;36.6;0.95
26/01/2024;16.00.00;6.6;105.0;158.0;500.0;18.0;45.7;0.83
26/01/2024;17.00.00;6.6;91.0;137.0;500.0;15.0;43.0;0.94
26/01/2024;18.00.00;6.2;91.0;136.0;500.0;13.1;47.9;0.76
26/01/2024;19.00.00;5.9;103.0;154.0;647.0;14.0;59.2;0.66
26/01/2024;20.00.00;5.1;89.0;133.0;566.0;14.9;58.5;1.19
26/01/2024;21.00.00;5.5;70.0;105.0;643.0;15.0;66.6;1.01
26/01/2024;22.00.00;6.1;91.0;137.0;613.0;17.2;67.0;0.7
26/01/2024;23.00.00;5.7;74.0;111.0;922.0;21.7;58.6;0.82
27/01/2024;00.00.00;5.8;99.0;148.0;866.0;18.8;64.5;1.09
27/01/2024;01.00.00;4.8;91.0;137.0;766.0;20.3;69.4;0.57
27/01/2024;02.00.00;4.6;78.0;116.0;1225.0;23.4;56.9;0.65
27/01/2024;03.00.00;5.2;97.0;146.0;1195.0;23.2;62.7;0.57
27/01/2024;04.00.00;5.5;88.0;132.0;1076.0;21.7;57.3;1.31
27/01/2024;05.00.00;6.3;100.0;149.0;1110.0;24.7;45.1;1.25
27/01/2024;06.00.00;5.2;100.0;150.0;1247.0;24.8;50.6;1.25
27/01/2024;07.00.00;7.0;90.0;136.0;1260.0;26.8;41.9;1.22
27/01/2024;08.00.00;6.4;96.0;144.0;1178.0;22.4;36.7;1.17
27/01/2024;09.00.00;6.5;116.0;174.0;1133.0;25.5;39.4;0.98
27/01/2024;10.00.00;6.4;105.0;157.0;1272.0;22.3;27.4;1.14
27/01/2024;11.00.00;6.1;105.0;158.0;1075.0;19.1;32.1;0.54
27/01/2024;12.00.00;7.4;100.0;151.0;831.0;17.4;47.8;1.12
27/01/2024;13.00.00;7.0;114.0;171.0;847.0;22.6;38.8;1.28
27/01/2024;14.00.00;6.2;129.0;193.0;500.0;17.2;32.6;1.0
27/01/2024;15.00.00;6.1;95.0;142.0;581.0;18.3;46.4;0.86
27/01/2024;16.00.00;6.3;103.0;154.0;743.0;12.3;37.5;0.78
27/01/2024;17.00.00;7.1;113.0;170.0;500.0;20.4;43.3;1.14
27/01/2024;18.00.00;5.9;94.0;141.0;500.0;16.8;44.3;1.19
27/01/2024;19.00.00;5.0;96.0;143.0;500.0;14.7;55.2;1.37
27/01/2024;20.00.00;5.4;77.0;115.0;500.0;15.1;64.3;0.84
27/01/2024;21.00.00;5.2;89.0;133.0;500.0;17.9;55.6;1.27
27/01/2024;22.00.00;3.8;80.0;120.0;541.0;18.9;52.7;1.06
27/01/2024;23.00.00;5.0;90.0;136.0;500.0;19.1;69.9;1.38
28/01/2024;00.00.00;4.9;92.0;138.0;802.0;20.0;72.8;1.03
28/01/2024;01.00.00;5.4;106.0;160.0;1048.0;22.4;54.5;1.02
28/01/2024;02.00.00;6.1;88.0;132.0;855.0;19.0;65.3;1.08
28/01/2024;03.00.00;5.9;88.0;131.0;1326.0;22.8;61.7;1.25
28/01/2024;04.00.00;5.4;89.0;134.0;1228.0;21.0;53.6;1.46
28/01/2024;05.00.00;5.2;88.0;131.0;1351.0;26.0;46.9;0.57
28/01/2024;06.00.00;7.3;98.0;148.0;1095.0;23.6;55.0;0.55
28/01/2024;07.00.00;6.3;96.0;144.0;1323.0;21.7;47.0;1.44
28/01/2024;08.00.00;6.5;104.0;156.0;972.0;22.7;43.8;1.03
28/01/2024;09.00.00;6.7;119.0;178.0;1225.0;23.8;36.3;1.11
28/01/2024;10.00.00;7.0;98.0;147.0;1027.0;22.1;33.0;0.98
28/01/2024;11.00.00;6.9;121.0;181.0;992.0;18.9;23.2;0.59
28/01/2024;12.00.00;6.7;123.0;185.0;612.0;16.6;33.9;1.27
28/01/2024;13.00.00;6.7;108.0;162.0;553.0;18.9;42.7;1.25
28/01/2024;14.00.00;6.8;87.0;130.0;696.0;16.3;32.6;0.81
28/01/2024;15.00.00;6.4;100.0;149.0;500.0;15.9;31.8;0.81
28/01/2024;16.00.00;6.1;115.0;173.0;528.0;15.4;44.7;1.34
28/01/2024;17.00.00;6.3;99.0;148.0;500.0;16.0;49.2;0.57
28/01/2024;18.00.00;5.9;85.0;128.0;536.0;16.7;47.1;1.38
28/01/2024;19.00.00;6.5;86.0;129.0;500.0;15.5;52.1;0.76
28/01/2024;20.00.00;4.2;96.0;144.0;542.0;15.0;58.8;1.09
28/01/2024;21.00.00;5.8;90.0;135.0;617.0;16.5;59.8;1.44
28/01/2024;22.00.00;5.8;80.0;119.0;500.0;16.8;68.0;1.18
28/01/2024;23.00.00;4.0;77.0;115.0;790.0;15.4;76.7;0.91
29/01/2024;00.00.00;4.8;76.0;114.0;842.0;22.2;56.5;1.19
